tlx_group	rdc_significant_maxscore	rdc_significant_length	rdc_chrom	rdc_extended_start	rdc_extended_end	rdc_start	rdc_end	rdc_significant_orientation	rdc_significant_orientation_count	rdc_subset	rdc_gene	rdc_gene_strand	rdc_gene_overlap	rdc_name	rdc_length	rdc_extended_length	rdc_bootstrap_pvalue	rdc_bootstrap_fc	rdc_is_significant	rdc_group	rdc_peak_shape	rdc_is_biphasic	rdc_DRIP_peaks	rdc_forks	rdc_sizesize
DMSO-Inter	3.4186923317549436	57004	chr1	153512086	153772086	153660095	153720478	telomeric	1+0-1*	DKFZ	NA	NA	NA	RDC-chr1-153.7	60383	260000	2.1411641898091207e-4	2.0885695068851997	FALSE	NA	NA	NA	NA	NA	NA
DMSO-Inter	3.4212903136835955	31341	chr10	67030335	67266335	67185713	67243122	combined	0+0-1*	Wei+DKFZ	Jmjd1c	+	159999	RDC-chr10-67.2	57409	236000	2.7930799814894695e-6	2.332948601458707	FALSE	NA	NA	NA	NA	NA	NA
DMSO-Inter	3.444525898196523	16483	chr11	98892080	99049578	98951742	99019456	bidirectional	1+1-1*	Wei+DKFZ	NA	NA	NA	RDC-chr11-99.0	67714	157498	0.001127292636749286	2.0447672098491823	FALSE	NA	NA	NA	NA	NA	NA
DMSO-Inter	3.4496667153785467	14376	chr3	104971431	105129431	105037763	105104543	centromeric	0+1-0*	Wei+DKFZ	NA	NA	NA	RDC-chr3-105.1	66780	158000	4.8433655728359e-4	2.1805927247497277	FALSE	NA	NA	NA	NA	NA	NA
DMSO-Inter	3.4496667153785467	119059	chr3	28237038	28513039	28263111	28372519	centromeric	0+1-1*	Wei+DKFZ	Tnik	+	249825	RDC-chr3-28.3	109408	276001	3.2826653280943896e-7	2.5603571369955196	TRUE	NA	NA	NA	NA	NA	NA
DMSO-Inter	3.4501232424023103	36460	chr5	115417622	115547622	115447632	115498186	telomeric	1+0-0*	DKFZ	NA	NA	NA	RDC-chr5-115.5	50554	130000	4.95869038645318e-4	2.8798201868371147	FALSE	NA	NA	NA	NA	NA	NA
DMSO-Inter	3.4515756492554686	61969	chr6	33259436	33563069	33298677	33527934	centromeric	0+1-2*	DKFZ	Exoc4	+	303633	RDC-chr6-33.4	229257	303633	4.7794890723771763e-4	2.637485816645283	FALSE	1	Twin	FALSE	0	NA	487323
DMSO-Inter	3.453273826493267	138948	chr13	44612193	44961689	44713270	44937076	bidirectional	1+1-1*	Wei+DKFZ	Jarid2	+	192108	RDC-chr13-44.8	223806	349496	3.6383671860672654e-7	2.4538745387453873	TRUE	NA	NA	NA	NA	NA	NA
DMSO-Inter	3.4547983841949828	95295	chr5	121347418	121879104	121404077	121847340	telomeric	2+0-1*	Wei+DKFZ	Cux2	-	21142	RDC-chr5-121.6	443263	531686	3.3398900911008626e-8	2.288330454531896	FALSE	NA	NA	NA	NA	NA	NA
DMSO-Inter	3.4547983841949828	157128	chr5	123970412	124526431	124141734	124402655	bidirectional	1+1-0*	Wei+DKFZ	Pitpnm2	-	131071	RDC-chr5-124.3	260921	556019	3.80427737100404e-11	2.6375585634913348	TRUE	NA	NA	NA	NA	NA	NA
DMSO-Inter	3.462687361503207	268226	chr14	27736258	28358406	27793216	28326818	bidirectional	1+2-1*	Wei	Erc2	+	622148	RDC-chr14-28.1	533602	622148	2.1848679034744312e-13	3.9331259337759925	TRUE	2	Multiple	FALSE	0	NA	NA
DMSO-Inter	3.4707260022796036	43486	chr1	179246192	179401229	179292035	179373057	telomeric	1+0-1*	Wei	Smyd3	-	155037	RDC-chr1-179.3	81022	155037	1.5011276247229362e-4	2.5849913833620555	FALSE	2	Twin	FALSE	0	NA	NA
DMSO-Inter	3.4723069745662385	90426	chr11	117179195	117457035	117217490	117377608	bidirectional	1+1-1*	DKFZ	Sept9	+	162664	RDC-chr11-117.3	160118	277840	2.8960925320240302e-5	2.482355804331954	FALSE	NA	NA	NA	NA	NA	NA
DMSO-Inter	3.4723069745662385	107485	chr11	120076629	120434629	120203982	120286420	centromeric	0+1-1*	DKFZ	NA	NA	NA	RDC-chr11-120.2	82438	358000	8.344424880265014e-6	2.3338736400417313	TRUE	NA	NA	NA	NA	NA	NA
DMSO-Inter	3.474389122429596	127796	chr2	31739084	32563780	31771337	32466790	telomeric	2+0-1*	Wei+DKFZ	Abl1	+	68009	RDC-chr2-32.1	695453	824696	2.619073630662081e-9	2.082494794655615	TRUE	NA	NA	NA	NA	NA	NA
DMSO-Inter	3.4784299592888943	49304	chr10	73796324	74120324	73930456	74006332	telomeric	1+0-0*	DKFZ	Pcdh15	+	324000	RDC-chr10-74.0	75876	324000	0.004961996461809242	1.6572754391779916	FALSE	1	Twin	FALSE	0	NA	NA
DMSO-Inter	3.4818625976724684	177429	chr9	116785953	117258667	116836440	117237026	bidirectional	1+1-2*	Wei	Rbms3	-	472714	RDC-chr9-117.0	400586	472714	1.1043441258928047e-10	3.424271181041748	TRUE	2	Single	FALSE	0	NA	NA
DMSO-Inter	3.4830561282171932	15638	chr14	11647092	11791092	11666226	11738648	telomeric	1+0-0*	DKFZ	Ptprg	+	144000	RDC-chr14-11.7	72422	144000	0.0015085024224563298	3.3216934813664274	FALSE	1	Twin	FALSE	0	NA	NA
DMSO-Inter	3.4830561282171932	27611	chr14	28200730	28422730	28229711	28287875	telomeric	1+0-0*	DKFZ	Erc2	+	222000	RDC-chr14-28.3	58164	222000	0.0021038643343894445	2.278419658032854	FALSE	2	Multiple	FALSE	0	NA	NA
DMSO-Inter	3.4830561282171932	29559	chr14	21709573	21873573	21766872	21847180	telomeric	1+0-1*	DKFZ	NA	NA	NA	RDC-chr14-21.8	80308	164000	0.002763687722673717	2.367661856710133	FALSE	NA	NA	NA	NA	NA	NA
DMSO-Inter	3.4878906256210334	17567	chr10	128760683	128994683	128892622	128942622	centromeric	0+1-0*	DKFZ	NA	NA	NA	RDC-chr10-128.9	50000	234000	8.377315606240433e-4	2.0194526871084735	FALSE	NA	NA	NA	NA	NA	NA
DMSO-Inter	3.4917018264515467	23336	chr1	185308846	185464846	185345243	185423722	combined	0+0-1*	Wei+DKFZ	NA	NA	NA	RDC-chr1-185.4	78479	156000	0.001229009401423486	1.911446745840253	FALSE	NA	NA	NA	NA	NA	NA
DMSO-Inter	3.4917018264515467	82725	chr1	189610538	189940538	189708248	189778961	telomeric	1+0-1*	Wei+DKFZ	Ptpn14	+	148480	RDC-chr1-189.7	70713	330000	3.7701608010538095e-7	2.3347993701471466	FALSE	NA	NA	NA	NA	NA	NA
DMSO-Inter	3.4917018264515467	125836	chr1	25065510	25521510	25149532	25376300	centromeric	0+1-0*	Wei+DKFZ	Adgrb3	-	454034	RDC-chr1-25.3	226768	456000	2.3042830818255154e-6	1.928712772086266	TRUE	1	Twin	FALSE	0	NA	NA
DMSO-Inter	3.492102965932709	63144	chr7	101952005	102334318	101980227	102208603	centromeric	0+2-0*	Wei+DKFZ	Stim1	+	72804	RDC-chr7-102.1	228376	382313	8.765273041047998e-6	2.461028005923287	FALSE	2	Single	FALSE	4	NA	NA
DMSO-Inter	3.4945003399405983	52073	chr16	35444683	35632683	35475304	35572301	centromeric	0+1-0*	Wei+DKFZ	Sema5b	+	91529	RDC-chr16-35.5	96997	188000	3.6019293970743767e-6	2.7629343886884925	FALSE	NA	NA	NA	NA	NA	NA
DMSO-Inter	3.4968002894175765	51214	chr17	5184276	5374276	5223574	5332929	telomeric	1+0-1*	Wei	Arid1b	+	163380	RDC-chr17-5.3	109355	190000	1.0551485324703734e-5	3.8323387932109756	FALSE	NA	NA	NA	NA	NA	NA
DMSO-Inter	3.4968002894175765	72755	chr17	8799083	9039083	8879577	9003531	telomeric	1+0-0*	Wei	Pde10a	+	187565	RDC-chr17-8.9	123954	240000	2.9510833954258885e-4	3.4023135732297973	FALSE	NA	NA	NA	NA	NA	NA
DMSO-Inter	3.4977821864947987	39630	chr5	142711560	142831560	142724772	142810917	combined	0+0-1*	Wei	NA	NA	NA	RDC-chr5-142.8	86145	120000	2.3107304913270467e-4	3.0320813771518	FALSE	NA	NA	NA	NA	NA	NA
DMSO-Inter	3.50296569306062	66096	chr9	102560741	102774741	102678645	102734678	telomeric	1+0-0*	DKFZ	NA	NA	NA	RDC-chr9-102.7	56033	214000	6.068107648697137e-4	2.1635363000824848	FALSE	NA	NA	NA	NA	NA	NA
DMSO-Inter	3.503378604211171	82229	chr5	118545120	118775471	118571715	118750702	bidirectional	1+1-1*	Wei	Med13l	+	204737	RDC-chr5-118.7	178987	230351	9.79852448420091e-7	3.0521805482185833	FALSE	NA	NA	NA	NA	NA	NA
DMSO-Inter	3.5046337820427444	78143	chr7	96743438	96935438	96776668	96905265	telomeric	1+0-0*	Wei+DKFZ	Tenm4	+	167655	RDC-chr7-96.8	128597	192000	3.493328044071088e-5	3.0426148410921687	FALSE	1	Single	FALSE	0	NA	NA
DMSO-Inter	3.5130376579934754	27108	chr13	100432378	100574378	100492680	100549791	telomeric	1+0-0*	DKFZ	NA	NA	NA	RDC-chr13-100.5	57111	142000	0.007059708807062274	2.1632535333141045	FALSE	NA	NA	NA	NA	NA	NA
DMSO-Inter	3.5130376579934754	59848	chr13	15538177	15766177	15565330	15624642	combined	0+0-1*	DKFZ	Gli3	+	191849	RDC-chr13-15.6	59312	228000	7.883311461594187e-6	2.6953006129635266	FALSE	1	Twin	FALSE	1	NA	NA
DMSO-Inter	3.518905143898065	20021	chr3	95189879	95369879	95293051	95344802	telomeric	1+0-0*	Wei+DKFZ	NA	NA	NA	RDC-chr3-95.3	51751	180000	8.704983927955986e-4	2.0491136770206535	FALSE	NA	NA	NA	NA	NA	NA
DMSO-Inter	3.518905143898065	45966	chr3	142189201	142419201	142291554	142377723	telomeric	1+0-0*	Wei+DKFZ	Pdlim5	-	156111	RDC-chr3-142.3	86169	230000	1.8239468450548143e-4	2.1717251973091796	FALSE	2	Multiple	TRUE	0	NA	NA
DMSO-Inter	3.519729537387748	12864	chr4	8754552	8910552	8820561	8883608	telomeric	1+0-0*	Wei+DKFZ	Chd7	+	113897	RDC-chr4-8.9	63047	156000	0.03492853659009117	1.6307976129199928	FALSE	NA	NA	NA	NA	NA	NA
DMSO-Inter	3.5222827603914615	16468	chr13	113166894	113281959	113189093	113254608	telomeric	1+0-1*	DKFZ	NA	NA	NA	RDC-chr13-113.2	65515	115065	0.004903085608753311	2.2454005504852965	FALSE	NA	NA	NA	NA	NA	NA
DMSO-Inter	3.530042702679282	24912	chr15	102367067	102539067	102456776	102515889	combined	0+0-1*	Wei+DKFZ	NA	NA	NA	RDC-chr15-102.5	59113	172000	2.7267224902930066e-4	2.358406348431286	FALSE	NA	NA	NA	NA	NA	NA
DMSO-Inter	3.530042702679282	39485	chr15	87583922	87793922	87708918	87763619	telomeric	1+0-0*	Wei+DKFZ	Fam19a5	+	175442	RDC-chr15-87.7	54701	210000	2.1594159440377271e-4	2.289222444785515	FALSE	NA	NA	NA	NA	NA	NA
DMSO-Inter	3.530042702679282	180232	chr15	72950204	73484204	73104887	73460044	telomeric	1+0-0*	Wei+DKFZ	Trappc9	-	111040	RDC-chr15-73.3	355157	534000	2.8278712643370498e-8	2.3650577283795275	TRUE	2	Largely overlap	FALSE	3	NA	NA
DMSO-Inter	3.5333475880171306	108805	chr2	165747864	166179271	165790635	166158767	telomeric	2+0-1*	DKFZ	Eya2	+	23863	RDC-chr2-166.0	368132	431407	8.51259504943049e-10	2.7303071164824835	TRUE	NA	NA	NA	NA	NA	NA
DMSO-Inter	3.5532419541092097	29012	chr7	112710651	112930651	112810459	112873452	telomeric	1+0-0*	Wei	Tead1	+	196154	RDC-chr7-112.8	62993	220000	7.521041877707138e-5	2.7972982192808895	FALSE	2	Multiple	FALSE	6	NA	NA
DMSO-Inter	3.555052041820855	66226	chr15	48057176	48247176	48087077	48197363	centromeric	0+1-1*	Wei+DKFZ	Csmd3	-	190000	RDC-chr15-48.1	110286	190000	2.7434402660190237e-5	2.5826446280991737	FALSE	1	Single	FALSE	0	Left-moving	774761
DMSO-Inter	3.5568886546001672	187921	chr16	66915703	67328442	66986920	67288304	bidirectional	1+1-1*	Wei+DKFZ	Cadm2	-	412739	RDC-chr16-67.1	301384	412739	6.1841389040680715e-9	2.6663897801480205	TRUE	1	Twin	FALSE	0	NA	564081
DMSO-Inter	3.5709355374609797	75791	chr3	122297491	122534332	122396744	122516589	centromeric	0+1-1*	DKFZ	Bcar3	+	110411	RDC-chr3-122.5	119845	236841	6.23663670448346e-6	2.6393486624317797	FALSE	NA	NA	NA	NA	NA	NA
DMSO-Inter	3.5873290413259067	48104	chr1	193282455	193528455	193300343	193373437	telomeric	1+0-0*	Wei+DKFZ	NA	NA	NA	RDC-chr1-193.3	73094	246000	2.364585863201613e-6	2.4241515469585644	FALSE	NA	NA	NA	NA	NA	NA
DMSO-Inter	3.5873290413259067	68465	chr1	39874901	40038901	39896700	40015265	telomeric	1+0-1*	Wei+DKFZ	Map4k4	+	125398	RDC-chr1-40.0	118565	164000	5.607996592662318e-6	2.5022964112635013	FALSE	NA	NA	NA	NA	NA	NA
DMSO-Inter	3.59580339380216	53402	chr2	140759986	141125986	140813136	140982758	centromeric	0+1-1*	Wei	Macrod2	+	366000	RDC-chr2-140.9	169622	366000	1.331638543550103e-7	3.3102400638495966	FALSE	1	Twin	FALSE	1	NA	NA
DMSO-Inter	3.600750808839684	45432	chr3	27599917	27709917	27622841	27681295	combined	0+0-1*	DKFZ	Fndc3b	-	110000	RDC-chr3-27.7	58454	110000	0.002351850977603737	2.2790766063814143	FALSE	NA	NA	NA	NA	NA	NA
DMSO-Inter	3.600750808839684	51889	chr3	108697939	108981841	108738817	108936657	bidirectional	1+1-0*	DKFZ	NA	NA	NA	RDC-chr3-108.8	197840	283902	1.534726850597263e-4	2.1481481481481484	FALSE	NA	NA	NA	NA	NA	NA
DMSO-Inter	3.600750808839684	52507	chr3	34611476	34815476	34730879	34790318	telomeric	1+0-0*	DKFZ	Sox2ot	+	66517	RDC-chr3-34.8	59439	204000	7.260542000332843e-4	2.0533880903490758	FALSE	NA	NA	NA	NA	NA	NA
DMSO-Inter	3.600750808839684	81135	chr3	156924319	157132319	156958433	157042594	telomeric	1+0-0*	DKFZ	Negr1	+	208000	RDC-chr3-157.0	84161	208000	1.3120102643881512e-4	2.2493714991399463	FALSE	1	Twin	FALSE	0	NA	NA
DMSO-Inter	3.6056175718037853	82041	chr12	78579145	78989145	78736275	78848300	telomeric	1+0-0*	Wei+DKFZ	Gphn	+	105627	RDC-chr12-78.8	112025	410000	1.4098686940372735e-4	1.9608797367876032	FALSE	NA	NA	NA	NA	NA	NA
DMSO-Inter	3.6104381977514115	27212	chr10	121705955	121863955	121734532	121831104	centromeric	0+1-0*	Wei+DKFZ	Srgap1	-	82964	RDC-chr10-121.8	96572	158000	0.011169537932705913	1.7222820236813778	FALSE	NA	NA	NA	NA	NA	NA
DMSO-Inter	3.6104381977514115	36874	chr10	81535468	81667468	81596210	81646292	centromeric	0+1-0*	Wei+DKFZ	NA	NA	NA	RDC-chr10-81.6	50082	132000	3.159008552971507e-4	2.345485968233067	FALSE	NA	NA	NA	NA	NA	NA
DMSO-Inter	3.6104381977514115	153435	chr10	32141368	32472066	32182729	32424396	centromeric	0+1-1*	Wei+DKFZ	Nkain2	-	330698	RDC-chr10-32.3	241667	330698	2.8446183811359414e-8	2.477147442606936	TRUE	1	Twin	FALSE	0	NA	NA
DMSO-Inter	3.6163938633385877	11384	chr18	89268341	89370341	89283984	89345384	centromeric	0+1-0*	Wei	Dok6	-	69206	RDC-chr18-89.3	61400	102000	0.051688798410974957	1.7429278282635112	FALSE	NA	NA	NA	NA	NA	NA
DMSO-Inter	3.6195600454554584	217561	chr2	41199070	41719582	41384513	41683338	centromeric	0+1-1*	Wei+DKFZ	Lrp1b	-	520512	RDC-chr2-41.5	298825	520512	3.198844467597171e-10	2.3614724721273106	TRUE	1	Single	FALSE	0	NA	NA
DMSO-Inter	3.62531714189727	46842	chr8	121834501	122152488	121915435	122106906	telomeric	1+0-1*	DKFZ	Gm22	+	109357	RDC-chr8-122.0	191471	317987	1.9419211094788735e-5	2.1924055073226345	FALSE	NA	NA	NA	NA	NA	NA
DMSO-Inter	3.632430250499936	41758	chr12	109491967	109757967	109622193	109676534	centromeric	0+1-0*	DKFZ	NA	NA	NA	RDC-chr12-109.6	54341	266000	3.423776829610973e-5	2.4525570923126407	FALSE	NA	NA	NA	NA	NA	NA
DMSO-Inter	3.635768388725963	215097	chr14	20848895	21679295	20966924	21622468	bidirectional	1+1-1*	Wei+DKFZ	Adk	+	395995	RDC-chr14-21.3	655544	830400	3.3700367866055134e-9	2.2474151416229433	TRUE	2	Single	FALSE	6	NA	NA
DMSO-Inter	3.642514424711172	46252	chr5	142708894	142952894	142771453	142832390	telomeric	1+0-1*	Wei+DKFZ	NA	NA	NA	RDC-chr5-142.8	60937	244000	7.065892221786258e-8	3.14922938356984	FALSE	NA	NA	NA	NA	NA	NA
DMSO-Inter	3.644024233041207	134376	chr12	66626388	66991463	66650530	66898263	bidirectional	1+1-0*	Wei	Mdga2	-	365075	RDC-chr12-66.8	247733	365075	1.0829587534783335e-7	3.516504748851278	TRUE	1	Twin	FALSE	0	NA	NA
DMSO-Inter	3.6478140959196113	25883	chr11	100879314	101009314	100902743	100978745	telomeric	1+0-1*	Wei	NA	NA	NA	RDC-chr11-100.9	76002	130000	0.0013066634177632886	2.6356248627278718	FALSE	NA	NA	NA	NA	NA	NA
DMSO-Inter	3.6478140959196113	75326	chr11	75223836	75541836	75384344	75458279	telomeric	1+0-0*	Wei	NA	NA	NA	RDC-chr11-75.4	73935	318000	0.001737111712777536	1.9626464070908516	FALSE	NA	NA	NA	NA	NA	NA
DMSO-Inter	3.6586550885853946	68921	chr1	181754158	182081574	181771211	182056255	centromeric	0+1-1*	DKFZ	Dnah14	+	60583	RDC-chr1-181.9	285044	327416	2.3670431104230768e-4	1.9927428469454525	FALSE	NA	NA	NA	NA	NA	NA
DMSO-Inter	3.6627159026384817	103695	chr7	144582620	144982526	144629318	144959461	centromeric	0+1-1*	DKFZ	Ano1	-	163496	RDC-chr7-144.8	330143	399906	4.280603047907372e-8	3.0134153484544006	TRUE	NA	NA	NA	NA	NA	NA
DMSO-Inter	3.668737528716803	30892	chr13	55392955	55548955	55426381	55522389	centromeric	0+1-1*	Wei+DKFZ	NA	NA	NA	RDC-chr13-55.5	96008	156000	0.0010575837434648456	2.048917915226021	FALSE	NA	NA	NA	NA	NA	NA
DMSO-Inter	3.6696243127677315	18489	chr15	77740624	77863872	77767005	77835557	telomeric	1+0-1*	Wei+DKFZ	NA	NA	NA	RDC-chr15-77.8	68552	123248	1.297040945129413e-4	2.501755617977528	FALSE	NA	NA	NA	NA	NA	NA
DMSO-Inter	3.670008137467091	29641	chr9	71798730	71946730	71824396	71914096	centromeric	0+1-1*	Wei	Tcf12	-	102478	RDC-chr9-71.9	89700	148000	1.2458878617842048e-4	3.6368722898307455	FALSE	NA	NA	NA	NA	NA	NA
DMSO-Inter	3.676972554268302	23391	chr10	128033914	128215815	128057475	128131921	telomeric	1+0-1*	Wei+DKFZ	NA	NA	NA	RDC-chr10-128.1	74446	181901	8.038615348880559e-6	2.455780409711213	FALSE	NA	NA	NA	NA	NA	NA
DMSO-Inter	3.676972554268302	138513	chr10	90592053	90986477	90618904	90958106	telomeric	2+0-1*	Wei+DKFZ	Anks1b	+	381247	RDC-chr10-90.8	339202	394424	4.195356677234577e-9	2.4174746223277026	TRUE	1	Largely overlap	FALSE	0	NA	NA
DMSO-Inter	3.7002055457595686	19824	chr5	121749345	121879012	121785846	121841144	centromeric	0+1-1*	DKFZ	Cux2	-	21050	RDC-chr5-121.8	55298	129667	0.001275306893566678	2.6853955794257387	FALSE	NA	NA	NA	NA	NA	NA
DMSO-Inter	3.7002055457595686	38146	chr5	145106204	145308204	145138412	145200228	centromeric	0+1-0*	DKFZ	NA	NA	NA	RDC-chr5-145.2	61816	202000	4.24257300501598e-4	2.2267036383497185	FALSE	NA	NA	NA	NA	NA	NA
DMSO-Inter	3.7121708107323963	19964	chr4	102993285	103189285	103099989	103160399	centromeric	0+1-0*	Wei	NA	NA	NA	RDC-chr4-103.1	60410	196000	0.0013734443546126584	2.457391993658343	FALSE	NA	NA	NA	NA	NA	NA
DMSO-Inter	3.7186017774148645	104822	chr19	7155807	7528586	7186643	7473898	centromeric	0+2-0*	DKFZ	Macrod1	+	42255	RDC-chr19-7.3	287255	372779	3.089235493517766e-7	2.435928928191272	TRUE	NA	NA	NA	NA	NA	NA
DMSO-Inter	3.7213091666961993	28820	chr9	71807759	71963759	71828666	71913551	centromeric	0+1-1*	DKFZ	Tcf12	-	119507	RDC-chr9-71.9	84885	156000	8.46924685873239e-4	2.2484085483243894	FALSE	NA	NA	NA	NA	NA	NA
DMSO-Inter	3.726868435481321	70342	chr4	141252217	141538217	141300742	141508519	centromeric	0+1-1*	DKFZ	NA	NA	NA	RDC-chr4-141.4	207777	286000	5.738505393580443e-6	2.992956204931533	FALSE	NA	NA	NA	NA	NA	NA
DMSO-Inter	3.731118942278724	34871	chr17	34946147	35190147	34984857	35077682	centromeric	0+1-1*	DKFZ	NA	NA	NA	RDC-chr17-35.0	92825	244000	1.9647189420503924e-6	2.8973837989005675	FALSE	NA	NA	NA	NA	NA	NA
DMSO-Inter	3.7326007719746026	53292	chr15	99663715	99927715	99798371	99852430	centromeric	0+1-1*	DKFZ	NA	NA	NA	RDC-chr15-99.8	54059	264000	1.8072397492576074e-5	2.430555555555556	FALSE	NA	NA	NA	NA	NA	NA
DMSO-Inter	3.73635673750913	38200	chr13	99366222	99535385	99407993	99505209	telomeric	1+0-1*	Wei+DKFZ	NA	NA	NA	RDC-chr13-99.5	97216	169163	0.0017371064153492801	2.0192954902400717	FALSE	NA	NA	NA	NA	NA	NA
DMSO-Inter	3.7374210117528732	179519	chr6	61506268	61882268	61545070	61755608	centromeric	0+1-1*	Wei+DKFZ	Ccser1	+	376000	RDC-chr6-61.7	210538	376000	3.565653562791742e-9	3.0086858129647918	TRUE	1	Twin	FALSE	0	NA	1159848
DMSO-Inter	3.737459115964573	228442	chr11	88283573	88701875	88375532	88676929	bidirectional	1+1-1*	Wei+DKFZ	Msi2	-	362493	RDC-chr11-88.5	301397	418302	1.4363326767723916e-9	2.512992471297315	TRUE	1	Largely overlap	FALSE	0	NA	NA
DMSO-Inter	3.7381475407817137	60088	chr4	102402616	102632616	102433345	102493298	telomeric	1+0-0*	Wei+DKFZ	Pde4b	+	204646	RDC-chr4-102.5	59953	230000	1.9752438633519666e-4	2.2923986878790568	FALSE	NA	NA	NA	NA	NA	NA
DMSO-Inter	3.7381475407817137	91170	chr4	149124414	149448414	149160656	149368514	telomeric	1+0-1*	Wei+DKFZ	Kif1b	-	131414	RDC-chr4-149.3	207858	324000	4.7302019545314044e-9	2.596731699804411	FALSE	2	Single	FALSE	4	NA	NA
DMSO-Inter	3.739144655600403	72253	chr3	142176994	142426994	142211412	142341554	telomeric	1+0-1*	Wei	Pdlim5	-	156111	RDC-chr3-142.3	130142	250000	1.3652098480518929e-8	3.601597799751162	FALSE	2	Multiple	TRUE	0	NA	NA
DMSO-Inter	3.7425967137620484	14904	chr19	6352222	6553230	6466483	6532237	telomeric	1+0-1*	Wei+DKFZ	Nrxn2	+	114479	RDC-chr19-6.5	65754	201008	9.192811293691178e-4	1.9997665713652908	FALSE	NA	NA	NA	NA	NA	NA
DMSO-Inter	3.7429206723736153	130789	chr11	88286847	88700297	88397106	88675555	bidirectional	1+1-1*	DKFZ	Msi2	-	360915	RDC-chr11-88.5	278449	413450	2.6809790666841366e-6	2.239309442734769	TRUE	1	Largely overlap	FALSE	0	NA	NA
DMSO-Inter	3.751354606465668	43456	chr13	45746678	45888678	45794609	45844609	telomeric	1+0-0*	DKFZ	Atxn1	-	142000	RDC-chr13-45.8	50000	142000	7.314515569713455e-4	2.6567099877934948	FALSE	2	Largely overlap	FALSE	0	NA	NA
DMSO-Inter	3.751354606465668	66100	chr13	56503932	56733932	56591174	56703318	bidirectional	1+1-1*	DKFZ	NA	NA	NA	RDC-chr13-56.6	112144	230000	3.12775341516395e-5	2.546093064091308	FALSE	NA	NA	NA	NA	NA	NA
DMSO-Inter	3.7516229447556295	25156	chr16	77567009	77703009	77599635	77674823	telomeric	1+0-0*	Wei	NA	NA	NA	RDC-chr16-77.6	75188	136000	3.9177513740758837e-4	2.8214050597197406	FALSE	NA	NA	NA	NA	NA	NA
DMSO-Inter	3.7569593963938255	15084	chr1	64004515	64136515	64048293	64117648	centromeric	0+1-0*	Wei+DKFZ	Gm35880	+	14980	RDC-chr1-64.1	69355	132000	9.193945508486328e-4	2.218965878166213	FALSE	NA	NA	NA	NA	NA	NA
DMSO-Inter	3.771458957538597	69842	chr5	142732532	142970532	142781700	142926078	telomeric	1+0-1*	DKFZ	NA	NA	NA	RDC-chr5-142.9	144378	238000	2.256508801403638e-7	3.226073289767557	FALSE	NA	NA	NA	NA	NA	NA
DMSO-Inter	3.789311909963382	20446	chr18	38534553	38646553	38565587	38622630	combined	0+0-1*	DKFZ	Arhgap26	+	28907	RDC-chr18-38.6	57043	112000	0.0012519793407214774	2.3199912355886654	FALSE	NA	NA	NA	NA	NA	NA
DMSO-Inter	3.805002336245244	171330	chr15	80669555	81238517	80806697	81151791	bidirectional	1+1-1*	Wei+DKFZ	Tnrc6b	+	229773	RDC-chr15-81.0	345094	568962	5.0518793948788114e-9	2.301632754503312	TRUE	NA	NA	NA	NA	NA	NA
DMSO-Inter	3.8055335560489127	328707	chr9	68864493	69525608	68906567	69497918	bidirectional	1+1-0*	Wei+DKFZ	Rora	+	523753	RDC-chr9-69.2	591351	661115	2.7397759930440573e-12	2.450968021572925	TRUE	1	Twin	FALSE	2	NA	NA
DMSO-Inter	3.810374555711346	17138	chr18	75981350	76215350	76047294	76117521	telomeric	1+0-0*	Wei+DKFZ	Zbtb7c	+	167214	RDC-chr18-76.1	70227	234000	0.0017139717903768795	1.8236985061629616	FALSE	NA	NA	NA	NA	NA	NA
DMSO-Inter	3.810374555711346	48379	chr18	54826756	55018756	54878922	54980708	telomeric	1+0-1*	Wei+DKFZ	Gm4221	+	28510	RDC-chr18-54.9	101786	192000	7.784464319220925e-6	2.583949713004456	FALSE	NA	NA	NA	NA	NA	NA
DMSO-Inter	3.8180884455014814	32983	chr2	32827941	33117941	32929480	32994508	centromeric	0+1-1*	Wei+DKFZ	Garnl3	-	131716	RDC-chr2-33.0	65028	290000	1.6623449273825275e-5	2.2280270436385985	FALSE	NA	NA	NA	NA	NA	NA
DMSO-Inter	3.826071606383146	33342	chr12	70205021	70361021	70248114	70337358	telomeric	1+0-1*	Wei+DKFZ	Trim9	-	103083	RDC-chr12-70.3	89244	156000	1.2521085017641175e-4	2.5434125715007805	FALSE	NA	NA	NA	NA	NA	NA
DMSO-Inter	3.8359512288196638	57599	chr19	50446031	50700031	50499252	50660911	telomeric	1+0-0*	Wei	Sorcs1	-	233105	RDC-chr19-50.6	161659	254000	2.763203523961627e-4	2.1521968651019248	FALSE	NA	NA	NA	NA	NA	NA
DMSO-Inter	3.837935506909672	54489	chr1	73801680	74020488	73912503	73988712	telomeric	1+0-1*	Wei+DKFZ	6030407O03Rik	-	62786	RDC-chr1-74.0	76209	218808	4.997948360099771e-4	2.0098482564566376	FALSE	NA	NA	NA	NA	NA	NA
DMSO-Inter	3.837935506909672	96384	chr1	89388691	89932489	89488641	89856812	bidirectional	1+1-2*	Wei+DKFZ	Agap1	+	440471	RDC-chr1-89.7	368171	543798	3.819646226887615e-9	2.1854258689669526	FALSE	1	Twin	FALSE	0	NA	NA
